window_centre_ms,movement_label,risk_class_archetype,imu_trunk_angle_peak,imu_trunk_angle_mean,imu_angvel_peak,imu_angvel_mean,imu_time_in_risk_zone,imu_time_high_velocity,imu_ldlj,imu_jerk_rms,imu_jerk_peak,imu_ldlj_multiaxis,imu_compensation_index,imu_lumbopelv_ratio,imu_pelvis_angle_peak,imu_pelvis_angle_mean,imu_lat_angle_peak,imu_lat_angle_mean,imu_l3_accel_tilt_peak,imu_l3_accel_tilt_mean,imu_l3_accel_tilt_range,risk_class_signal,risk_criteria,risk_clinical,risk_layman,risk_class_protocol,risk_class,emg_rms_LES,emg_rms_RES,emg_rms_LMF,emg_rms_RMF,emg_mav_LES,emg_mav_RES,emg_mav_LMF,emg_mav_RMF,emg_zcr_LES,emg_zcr_RES,emg_zcr_LMF,emg_zcr_RMF,emg_ai_ES,emg_ai_MF,emg_cai_ES,emg_cai_MF,imu_z_flex,imu_z_vel,imu_z_ldlj,emg_z_rms_r,emg_z_ar
1000.0,BASELINE_STATIC,0,4.112,1.144105,46.57899999999999,11.453890999999999,0.0,0.005,-18.327967611250063,78618.81539985356,213389.00000000003,-17.03992725244287,0.51997321444308,0.47556844168822904,2.038,0.53969,2.361,0.58299,,,,0,none,,,0,0,0.004183943708532089,0.0041702239453302115,0.003874441404605316,0.003992014283686027,0.003252758224504208,0.0032573229429815552,0.0031508889553000224,0.0032150752629281354,0.568922305764411,0.543859649122807,0.5463659147869674,0.5463659147869674,-0.001642265725363358,0.01494610581175841,0.996720853778721,0.9705479813633957,0.962732294474251,1.3795355274902215,0.620543790080609,-1.3345201921328553,-0.20711668541670725
2000.0,BASELINE_STATIC,0,4.417,1.13533,46.57899999999999,11.851097,0.0,0.005,-18.36295073893737,80115.66676988028,212167.0,-16.773716010795003,0.5011954536635427,0.487970280403704,2.412,0.552335,2.116,0.588515,,,,0,none,,,0,0,0.0040729855238048375,0.004292382863495106,0.003841974987315847,0.004188664789598617,0.003211723103302013,0.0034559843177926863,0.003073725817016735,0.003434500421310387,0.5764411027568922,0.6015037593984962,0.5739348370927319,0.5639097744360902,0.026226859300464426,0.04317088201109374,0.9488868195900814,0.9172314282241735,1.576664098804975,1.3795355274902215,0.5549724739373877,-1.329886969236775,0.6078499873127848
3000.0,BASELINE_STATIC,0,4.417,1.1346049999999999,38.7162,11.022833,0.0,0.0,-18.662402022012277,77333.27189012016,212167.0,-16.759893579325798,0.5162014449976603,0.483084016065596,2.412,0.55503,2.116,0.5680299999999999,,,,0,none,,,0,0,0.004348719001532428,0.00457361548599788,0.004218394530993027,0.00422538663459302,0.0034592345952669202,0.003651247069351446,0.003354675935707664,0.003451014078323316,0.5789473684210527,0.6015037593984962,0.6040100250626567,0.5889724310776943,0.025206013603251812,0.0008280773107302351,0.9508274175750078,0.9983452156678991,1.576664098804975,-0.24524238765005618,-0.006309951336482901,-1.3192204256452076,0.5779977683982489
4000.0,BASELINE_STATIC,0,3.653,1.0917400000000002,34.8236,10.533294000000001,0.0,0.0,-19.02975408243491,83503.07852988115,225675.5,-17.057689452400105,0.5264438517942159,0.4988277096073781,1.915,0.5476800000000001,2.083,0.561275,,,,0,none,,,0,0,0.005581424826567651,0.005591701981609459,0.0046283410618964205,0.0044812354676847166,0.004399145000512809,0.004349254481915886,0.0037252180050136286,0.0035802098408456696,0.5338345864661654,0.5538847117794486,0.5714285714285714,0.5538847117794486,0.0009198101138784628,-0.016148455829314817,0.9981620703185526,0.9682163452856197,0.03881525123555407,-1.0496136691878102,-0.694863539373013,-1.2806066123230353,-0.13219483480056973
5000.0,BASELINE_STATIC,0,3.029,1.07927,35.8626,10.698462,0.0,0.0,-19.049010764182327,86962.35557941148,225675.5,-16.715529943432667,0.5113062949682896,0.4932689727225119,1.951,0.5401250000000001,2.011,0.59276,,,,0,none,,,0,0,0.00709322889823311,0.006416148821970404,0.0050040097984932405,0.005264146386196211,0.005591031774292288,0.005097187037009343,0.004000793057972476,0.004230903924203959,0.518796992481203,0.568922305764411,0.5413533834586466,0.5213032581453634,-0.05011926457945735,0.0253343037468453,0.9045455763550273,0.9505833294482259,-1.2172288336902561,-0.8349135300731498,-0.7309576810408389,-1.2493371312671762,-1.6247119067743578
6000.0,BASELINE_STATIC,0,4.179,1.1694,35.8626,10.481517000000002,0.0,0.0,-18.845049028676588,78478.58542319841,197446.00000000003,-16.93268560845769,0.4784875705629703,0.4915899545876279,2.083,0.5672750000000001,2.011,0.565635,,,,0,none,,,0,0,0.009034922503953324,0.008042745871606659,0.005839038000765107,0.005739727977638943,0.007086140301158763,0.006271832819217507,0.004696412512113508,0.00464467355771501,0.543859649122807,0.5864661654135338,0.568922305764411,0.5488721804511278,-0.0580978978234862,-0.008576909086114247,0.890184267555972,0.9829920574051494,1.0975960023108366,-0.8349135300731498,-0.3486579747507412,-1.1876438320280773,-1.858028172778011
7000.0,BASELINE_STATIC,0,4.179,1.137465,38.1876,10.454746,0.0,0.0,-18.620232313166024,74617.00445192604,197446.00000000003,-17.14010952172601,0.4909591787506066,0.513249712858615,2.51,0.563735,2.153,0.569075,,,,0,none,,,0,0,0.011904239710021221,0.010964443158282917,0.006490280847503867,0.006680351725002095,0.009341402344584096,0.008547045032049233,0.005239129836469182,0.005299327289167136,0.556390977443609,0.5864661654135338,0.5639097744360902,0.5714285714285714,-0.04109535110309552,0.014431415989464786,0.921053626721985,0.9715477739312942,1.0975960023108366,-0.35447289153456896,0.07273167510529406,-1.0768301888868401,-1.3608288916451097
8000.0,BASELINE_STATIC,0,3.7169999999999996,1.09633,38.1876,10.519498,0.0,0.0,-18.566272501139867,72632.2380292405,190386.0,-17.35113547662262,0.4988145682319156,0.503198019273015,2.51,0.54896,2.153,0.56741,,,,0,none,,,0,0,0.014002406779300296,0.01428440527391439,0.00752880004750295,0.007991548932418224,0.01134130312695606,0.011246015049068112,0.005950411220506658,0.006333705223141051,0.556390977443609,0.5639097744360902,0.5488721804511278,0.5614035087719298,0.009969256842502513,0.02981562370240105,0.9802582964284087,0.942095219734174,0.1676402855869184,-0.35447289153456896,0.17387231424487581,-0.9509112243172645,0.1324348399249457
9000.0,BASELINE_STATIC,0,3.7169999999999996,1.13274,34.603,12.048139,0.0,0.0,-18.993450957275385,81789.8388085586,211812.00000000003,-16.94238308819956,0.4882577112532462,0.5024387533233255,2.182,0.5724,2.151,0.5098999999999999,,,,0,none,,,0,0,0.01576723792435383,0.016850238026087663,0.009062386988231247,0.008584095384905538,0.012906146484966916,0.01318382162982838,0.007219477429222115,0.006787765949052161,0.5538847117794486,0.5413533834586466,0.5939849624060151,0.5388471177944862,0.03320306278080278,-0.027104076223928457,0.935727904848755,0.9472223373437002,0.1676402855869184,-1.0951987035368895,-0.6268180599036148,-0.8535947513698284,0.811852564838499
10000.0,BASELINE_STATIC,0,3.165,1.0871799999999998,34.603,11.488218999999999,0.0,0.0,-19.04989472436689,83856.0093347221,211812.00000000003,-17.06051083322479,0.5138461649908833,0.5045708769148077,2.182,0.548275,2.152,0.50863,,,,0,none,,,0,0,0.019029723443842867,0.01913302565140334,0.009811548028221966,0.009676833025941455,0.015191732214884977,0.015112493965178086,0.007723883692004818,0.007587234183924153,0.5664160401002506,0.5488721804511278,0.5989974937343359,0.568922305764411,0.0027068859033884383,-0.006912580470696994,0.9946008430949396,0.9862697505130672,-0.943475635693605,-1.0951987035368895,-0.7326145492670904,-0.7670135663741928,-0.07993602837077887
