label,rep,start_ms,end_ms,risk_class,fatigue_fraction
BASELINE_STATIC,1,0,60000,0,
CLEAN_FLEXION,1,60000,77000,0,
CLEAN_FLEXION,2,77000,94000,0,
CLEAN_FLEXION,3,94000,111000,0,
CLEAN_FLEXION,4,111000,128000,0,
CLEAN_FLEXION,5,128000,145000,0,
CLEAN_FLEXION,6,145000,162000,0,
CLEAN_FLEXION,7,162000,179000,0,
CLEAN_FLEXION,8,179000,196000,0,
LUMBAR_DOMINANT,1,196000,217000,1,
LUMBAR_DOMINANT,2,217000,238000,1,
LUMBAR_DOMINANT,3,238000,259000,1,
LUMBAR_DOMINANT,4,259000,280000,1,
LUMBAR_DOMINANT,5,280000,301000,1,
LUMBAR_DOMINANT,6,301000,322000,1,
CLEAN_LATERAL_L,1,322000,337000,0,
CLEAN_LATERAL_L,2,337000,352000,0,
CLEAN_LATERAL_L,3,352000,367000,0,
CLEAN_LATERAL_L,4,367000,382000,0,
CLEAN_LATERAL_L,5,382000,397000,0,
CLEAN_LATERAL_L,6,397000,412000,0,
CLEAN_LATERAL_R,1,412000,427000,0,
CLEAN_LATERAL_R,2,427000,442000,0,
CLEAN_LATERAL_R,3,442000,457000,0,
CLEAN_LATERAL_R,4,457000,472000,0,
CLEAN_LATERAL_R,5,472000,487000,0,
CLEAN_LATERAL_R,6,487000,502000,0,
CLEAN_ROTATION_L,1,502000,517000,0,
CLEAN_ROTATION_L,2,517000,532000,0,
CLEAN_ROTATION_L,3,532000,547000,0,
CLEAN_ROTATION_L,4,547000,562000,0,
CLEAN_ROTATION_L,5,562000,577000,0,
CLEAN_ROTATION_L,6,577000,592000,0,
CLEAN_ROTATION_R,1,592000,607000,0,
CLEAN_ROTATION_R,2,607000,622000,0,
CLEAN_ROTATION_R,3,622000,637000,0,
CLEAN_ROTATION_R,4,637000,652000,0,
CLEAN_ROTATION_R,5,652000,667000,0,
CLEAN_ROTATION_R,6,667000,682000,0,
FAST_BEND,1,682000,701000,1,
FAST_BEND,2,701000,720000,1,
FAST_BEND,3,720000,739000,1,
FAST_BEND,4,739000,758000,1,
FAST_BEND,5,758000,777000,1,
FAST_BEND,6,777000,796000,1,
SHOULDER_DRIVEN,1,796000,819000,1,
SHOULDER_DRIVEN,2,819000,842000,1,
SHOULDER_DRIVEN,3,842000,865000,1,
SHOULDER_DRIVEN,4,865000,888000,1,
SHOULDER_DRIVEN,5,888000,911000,1,
PICKUP_SYM,1,911000,934000,0,
PICKUP_SYM,2,934000,957000,0,
PICKUP_SYM,3,957000,980000,0,
PICKUP_SYM,4,980000,1003000,0,
PICKUP_SYM,5,1003000,1026000,0,
PICKUP_ASYM,1,1026000,1049000,1,
PICKUP_ASYM,2,1049000,1072000,1,
PICKUP_ASYM,3,1072000,1095000,1,
PICKUP_ASYM,4,1095000,1118000,1,
PICKUP_ASYM,5,1118000,1141000,1,
SIT_TO_STAND_NORMAL,1,1141000,1157000,0,
SIT_TO_STAND_NORMAL,2,1157000,1173000,0,
SIT_TO_STAND_NORMAL,3,1173000,1189000,0,
SIT_TO_STAND_NORMAL,4,1189000,1205000,0,
SIT_TO_STAND_NORMAL,5,1205000,1221000,0,
SIT_TO_STAND_FAST,1,1221000,1236000,-1,
SIT_TO_STAND_FAST,2,1236000,1251000,-1,
SIT_TO_STAND_FAST,3,1251000,1266000,-1,
BASELINE_STATIC,1,1266000,1386000,0,
FATIGUE_FLEXION,1,1386000,1394000,1,
FATIGUE_FLEXION,2,1394000,1402000,1,
FATIGUE_FLEXION,3,1402000,1410000,1,
FATIGUE_FLEXION,4,1410000,1418000,1,
FATIGUE_FLEXION,5,1418000,1426000,1,
FATIGUE_FLEXION,6,1426000,1434000,1,
FATIGUE_FLEXION,7,1434000,1442000,1,
FATIGUE_FLEXION,8,1442000,1450000,1,
FATIGUE_FLEXION,9,1450000,1458000,1,
FATIGUE_FLEXION,10,1458000,1466000,1,
FATIGUE_FLEXION,11,1466000,1474000,1,
FATIGUE_FLEXION,12,1474000,1482000,1,
FATIGUE_FLEXION,13,1482000,1490000,1,
FATIGUE_FLEXION,14,1490000,1498000,1,
FATIGUE_FLEXION,15,1498000,1506000,1,
FATIGUE_FLEXION,16,1506000,1514000,1,
FATIGUE_FLEXION,17,1514000,1522000,1,
FATIGUE_FLEXION,18,1522000,1530000,1,
FATIGUE_FLEXION,19,1530000,1538000,1,
FATIGUE_FLEXION,20,1538000,1546000,1,
