window_centre_ms,movement_label,risk_class_archetype,imu_trunk_angle_peak,imu_trunk_angle_mean,imu_angvel_peak,imu_angvel_mean,imu_time_in_risk_zone,imu_time_high_velocity,imu_ldlj,imu_jerk_rms,imu_jerk_peak,imu_ldlj_multiaxis,imu_compensation_index,imu_lumbopelv_ratio,imu_pelvis_angle_peak,imu_pelvis_angle_mean,imu_lat_angle_peak,imu_lat_angle_mean,imu_l3_accel_tilt_peak,imu_l3_accel_tilt_mean,imu_l3_accel_tilt_range,risk_class_signal,risk_criteria,risk_clinical,risk_layman,risk_class_protocol,risk_class,emg_rms_LES,emg_rms_RES,emg_rms_LMF,emg_rms_RMF,emg_mav_LES,emg_mav_RES,emg_mav_LMF,emg_mav_RMF,emg_zcr_LES,emg_zcr_RES,emg_zcr_LMF,emg_zcr_RMF,emg_ai_ES,emg_ai_MF,emg_cai_ES,emg_cai_MF,imu_z_flex,imu_z_vel,imu_z_ldlj,emg_z_rms_r,emg_z_ar
1000.0,BASELINE_STATIC,0,2.989,1.06918,43.3026,10.337695000000002,0.0,0.015,-18.243776013538124,70069.3346355237,178048.99999999997,-17.079857008744046,0.5150739656367933,0.46348679529596265,2.046,0.50703,2.046,0.5579949999999999,,,,0,none,,,0,0,0.003859741112816977,0.004387642462492021,0.004146101012828813,0.003751146565639672,0.003146653072596535,0.003516616968139743,0.003389680442762522,0.00301012692489637,0.5914786967418546,0.5789473684210527,0.5939849624060151,0.6190476190476191,0.06400834214325547,-0.05001165827268318,0.8796845107166696,0.9047407562027366,-1.6163385781284947,0.4298927071876131,0.6228271958057295,-1.326293767406791,2.074470606843103
2000.0,BASELINE_STATIC,0,3.665,1.170455,46.232200000000006,11.637640999999999,0.0,0.03,-18.569259713956463,88370.69624959113,282193.50000000006,-16.851205475124722,0.4785469416468674,0.49356193767149154,2.157,0.57329,2.046,0.5853400000000001,,,,0,none,,,0,0,0.0040056711134924495,0.0042019593908877865,0.0038979974694354227,0.004082159844778497,0.003187961211546668,0.0033620247953936554,0.003082035212810548,0.0032492093626783638,0.5614035087719298,0.5664160401002506,0.5889724310776943,0.6215538847117794,0.02391534040068959,0.023077536957204135,0.9532864887221423,0.9548860450482758,-0.051990655801210865,1.0887530152053038,0.11033297360356363,-1.3330648486972014,0.706733131797939
3000.0,BASELINE_STATIC,0,3.744,1.119235,46.232200000000006,12.328860000000002,0.0,0.02,-18.71217996222602,94846.652582748,282193.50000000006,-17.194938992325778,0.48445855533513654,0.513306873363593,2.157,0.56284,2.001,0.5940850000000001,,,,0,none,,,0,0,0.004566039337256551,0.004542167111204542,0.004018666366275275,0.004213070348527555,0.0035917032503137015,0.0036075967012518047,0.0030925340945543917,0.0033509507808270533,0.5263157894736842,0.5639097744360902,0.568922305764411,0.6090225563909775,-0.0026209579445844056,0.02361639942913759,0.9947717870371322,0.953856934214207,0.1308251516896999,1.0887530152053038,-0.11470379898967525,-1.3206589028563236,-0.19852933592287839
4000.0,BASELINE_STATIC,0,3.744,1.087765,41.33460000000001,11.748659,0.0,0.005,-18.685419313151996,83506.34548075523,236780.49999999997,-17.31266792697719,0.49371413048960267,0.5209432037243491,1.608,0.5574049999999999,1.872,0.579565,,,,0,none,,,0,0,0.005411650907037661,0.005610880953285633,0.004358292787347489,0.004303981454041618,0.004293362323608133,0.0044039242021775725,0.003366474729236425,0.003453165802457765,0.5238095238095238,0.5488721804511278,0.568922305764411,0.5614035087719298,0.018074798854981842,-0.0062698699893807205,0.964492198657092,0.9875383926789999,0.1308251516896999,-0.012705970508592781,-0.07256750148786516,-1.2816874002933902,0.5074881962873693
5000.0,BASELINE_STATIC,0,3.407,1.135755,38.82039999999999,11.107428,0.0,0.0,-18.93085562516769,88768.28601110168,266360.5,-16.33997289022972,0.4874150917677707,0.5245034188567232,1.863,0.592405,1.872,0.58939,,,,0,none,,,0,0,0.006520712338090183,0.007268203342260137,0.005026124459223671,0.004933960659766018,0.00524178048324901,0.005691360779181575,0.00395163024905229,0.004011090624368067,0.5488721804511278,0.5513784461152882,0.5639097744360902,0.5263157894736842,0.05420955653787587,-0.00925331444024865,0.8971560138082884,0.981663048695796,-0.6490346853284877,-0.5781437730816691,-0.4590221585566607,-1.221251817645976,1.7401936582508002
6000.0,BASELINE_STATIC,0,3.407,1.15439,38.82039999999999,11.057437,0.0,0.0,-19.089389440197344,96298.87666462548,266360.5,-17.219849365486017,0.5062053046985039,0.5016775368823782,2.373,0.57719,1.856,0.5805,,,,0,none,,,0,0,0.008537954520544953,0.009250776343492322,0.005641162997090731,0.005665944850419897,0.006756526147009383,0.007221562852603242,0.004564958594663,0.004583190621413917,0.568922305764411,0.5789473684210527,0.5914786967418546,0.5137844611528822,0.040071539020720734,0.002191705753883098,0.9229446484836031,0.9956261746304627,-0.6490346853284877,-0.5781437730816691,-0.7086434579395109,-1.1489557120315224,1.25788763124838
7000.0,BASELINE_STATIC,0,3.267,1.137825,37.994600000000005,11.058946,0.0,0.0,-19.06249741979151,92624.73988966177,298912.99999999994,-17.07970293739363,0.49496073215845676,0.4994291052833022,2.373,0.555625,1.941,0.547825,,,,0,none,,,0,0,0.012048251872343803,0.010910577964577502,0.006862237323247681,0.006672619249813974,0.009543402369269342,0.008634298169370478,0.0056056211233843556,0.005287044900530807,0.5764411027568922,0.5864661654135338,0.5889724310776943,0.5388471177944862,-0.049552782778883045,-0.014009610845164295,0.905573528855437,0.9723678933703844,-0.9730120656921266,-0.7638642954604917,-0.6663003081485395,-1.0884297222079766,-1.7995672429942253
8000.0,BASELINE_STATIC,0,3.564,1.133665,36.050000000000004,11.535976,0.0,0.0,-19.06167816349125,88212.71426911061,298912.99999999994,-17.115027307818114,0.493615793816682,0.5129149846767955,1.686,0.56629,1.941,0.508115,,,,0,none,,,0,0,0.014925489827446037,0.01313316066841635,0.008110468186339662,0.00791141370076862,0.011983970931764709,0.01038355932594222,0.006585763552298881,0.0063709631768587745,0.5889724310776943,0.5538847117794486,0.518796992481203,0.5513784461152882,-0.06387795305030759,-0.012423914180219237,0.8799148852231418,0.9754570906391931,-0.2857171944921215,-1.2012003669279954,-0.665010338420885,-1.007381471377503,-2.2882578215255087
9000.0,BASELINE_STATIC,0,3.797,1.087585,45.56400000000001,11.531588000000001,0.0,0.01,-18.238494890783443,73612.8098659126,190987.0,-16.867594274015442,0.5332742060455875,0.5088806093499494,2.004,0.5463549999999999,1.926,0.5402,,,,0,none,,,0,0,0.0170613686487931,0.017800266255763943,0.009488819956436596,0.009070967591557103,0.013634243158612098,0.014096471046198432,0.007564318737505118,0.007350414482337212,0.5588972431077694,0.556390977443609,0.531328320802005,0.5112781954887218,0.02119515074361176,-0.02251385495652736,0.9584895194063977,0.9559637165845845,0.2534737313987915,0.9384763706745081,0.631142650297109,-0.8371917440650742,0.6139362552481439
10000.0,BASELINE_STATIC,0,3.797,1.055015,45.56400000000001,11.019289,0.0,0.01,-18.163208395026885,70829.55916001808,183266.50000000003,-17.2052821213714,0.5435466865479213,0.48248490161431173,2.004,0.504735,1.926,0.55876,,,,0,none,,,0,0,0.020767847926874174,0.020794846124478024,0.010826716170652508,0.011696466511298255,0.016808500926046105,0.016748435881617035,0.008665263957397518,0.009397253922858093,0.5213032581453634,0.5889724310776943,0.5764411027568922,0.5288220551378446,0.0006495776614117701,0.03861578325441245,0.9987016880316286,0.9256399067354566,0.2534737313987915,0.9384763706745081,0.74968589542887,-0.7279920009409039,-0.08695789159668872
