label,rep,start_ms,end_ms,risk_class,fatigue_fraction
BASELINE_STATIC,1,0.0,60000.0,0,
CLEAN_FLEXION,1,63067.4,70067.4,0,
CLEAN_FLEXION,2,70976.9,77976.9,0,
CLEAN_FLEXION,3,78908.2,85908.2,0,
CLEAN_FLEXION,4,86947.6,93947.6,0,
CLEAN_FLEXION,5,94982.2,101982.2,0,
CLEAN_FLEXION,6,102972.1,109972.1,0,
CLEAN_FLEXION,7,110979.0,117979.0,0,
CLEAN_FLEXION,8,119034.7,126034.7,0,
LUMBAR_DOMINANT,1,130017.9,137017.9,1,
LUMBAR_DOMINANT,2,138600.1,145600.1,1,
LUMBAR_DOMINANT,3,147133.2,154133.2,1,
LUMBAR_DOMINANT,4,155541.9,162541.9,1,
LUMBAR_DOMINANT,5,164096.2,171096.2,1,
LUMBAR_DOMINANT,6,172628.0,179628.0,1,
CLEAN_LATERAL_L,1,184157.0,188657.0,0,
CLEAN_LATERAL_L,2,189730.0,194230.0,0,
CLEAN_LATERAL_L,3,195200.1,199700.1,0,
CLEAN_LATERAL_L,4,200675.0,205175.0,0,
CLEAN_LATERAL_L,5,206124.7,210624.7,0,
CLEAN_LATERAL_L,6,211588.7,216088.7,0,
CLEAN_LATERAL_R,1,220178.6,224678.6,0,
CLEAN_LATERAL_R,2,225771.3,230271.3,0,
CLEAN_LATERAL_R,3,231323.3,235823.3,0,
CLEAN_LATERAL_R,4,236764.9,241264.9,0,
CLEAN_LATERAL_R,5,242352.5,246852.5,0,
CLEAN_LATERAL_R,6,247893.7,252393.7,0,
CLEAN_ROTATION_L,1,256330.2,260830.2,0,
CLEAN_ROTATION_L,2,261901.8,266401.8,0,
CLEAN_ROTATION_L,3,267373.7,271873.7,0,
CLEAN_ROTATION_L,4,272971.3,277471.3,0,
CLEAN_ROTATION_L,5,278441.8,282941.8,0,
CLEAN_ROTATION_L,6,283969.7,288469.7,0,
CLEAN_ROTATION_R,1,292531.2,297031.2,0,
CLEAN_ROTATION_R,2,298051.6,302551.6,0,
CLEAN_ROTATION_R,3,303602.8,308102.8,0,
CLEAN_ROTATION_R,4,309080.7,313580.7,0,
CLEAN_ROTATION_R,5,314534.3,319034.3,0,
CLEAN_ROTATION_R,6,320080.1,324580.1,0,
FAST_BEND,1,328545.2,330145.2,1,
FAST_BEND,2,331913.2,333513.2,1,
FAST_BEND,3,335336.5,336936.5,1,
FAST_BEND,4,338712.4,340312.4,1,
FAST_BEND,5,342192.4,343792.4,1,
FAST_BEND,6,345546.5,347146.5,1,
SHOULDER_DRIVEN,1,351884.1,360884.1,1,
SHOULDER_DRIVEN,2,362424.1,371424.1,1,
SHOULDER_DRIVEN,3,372947.4,381947.4,1,
SHOULDER_DRIVEN,4,383371.9,392371.9,1,
SHOULDER_DRIVEN,5,393924.4,402924.4,1,
PICKUP_SYM,1,407524.3,413024.3,0,
PICKUP_SYM,2,414588.1,420088.1,0,
PICKUP_SYM,3,421618.0,427118.0,0,
PICKUP_SYM,4,428627.5,434127.5,0,
PICKUP_SYM,5,435544.0,441044.0,0,
PICKUP_ASYM,1,445633.4,451133.4,1,
PICKUP_ASYM,2,452675.7,458175.7,1,
PICKUP_ASYM,3,459598.0,465098.0,1,
PICKUP_ASYM,4,466603.6,472103.6,1,
PICKUP_ASYM,5,473597.4,479097.4,1,
SIT_TO_STAND_NORMAL,1,483655.8,488155.8,0,
SIT_TO_STAND_NORMAL,2,489128.5,493628.5,0,
SIT_TO_STAND_NORMAL,3,494664.0,499164.0,0,
SIT_TO_STAND_NORMAL,4,500147.9,504647.9,0,
SIT_TO_STAND_NORMAL,5,505650.9,510150.9,0,
SIT_TO_STAND_FAST,1,514073.8,516073.8,-1,
SIT_TO_STAND_FAST,2,517583.1,519583.1,-1,
SIT_TO_STAND_FAST,3,521031.8,523031.8,-1,
FATIGUE_FLEXION,1,527433.3,532933.3,0,0.0
FATIGUE_FLEXION,2,532933.3,538433.3,0,0.053
FATIGUE_FLEXION,3,538433.3,543933.3,0,0.105
FATIGUE_FLEXION,4,543933.3,549433.3,0,0.158
FATIGUE_FLEXION,5,549433.3,554933.3,0,0.211
FATIGUE_FLEXION,6,554933.3,560433.3,0,0.263
FATIGUE_FLEXION,7,560433.3,565933.3,-1,0.316
FATIGUE_FLEXION,8,565933.3,571433.3,-1,0.368
FATIGUE_FLEXION,9,571433.3,576933.3,-1,0.421
FATIGUE_FLEXION,10,576933.3,582433.3,-1,0.474
FATIGUE_FLEXION,11,582433.3,587933.3,-1,0.526
FATIGUE_FLEXION,12,587933.3,593433.3,-1,0.579
FATIGUE_FLEXION,13,593433.3,598933.3,1,0.632
FATIGUE_FLEXION,14,598933.3,604433.3,1,0.684
FATIGUE_FLEXION,15,604433.3,609933.3,1,0.737
FATIGUE_FLEXION,16,609933.3,615433.3,1,0.789
FATIGUE_FLEXION,17,615433.3,620933.3,1,0.842
FATIGUE_FLEXION,18,620933.3,626433.3,1,0.895
FATIGUE_FLEXION,19,626433.3,631933.3,1,0.947
FATIGUE_FLEXION,20,631933.3,637433.3,1,1.0
