label,rep,start_ms,end_ms,risk_class,fatigue_fraction
BASELINE_STATIC,1,0.0,60000.0,0,
CLEAN_FLEXION,1,63058.7,70058.7,0,
CLEAN_FLEXION,2,71158.0,78158.0,0,
CLEAN_FLEXION,3,79232.4,86232.4,0,
CLEAN_FLEXION,4,87216.3,94216.3,0,
CLEAN_FLEXION,5,95172.4,102172.4,0,
CLEAN_FLEXION,6,103226.7,110226.7,0,
CLEAN_FLEXION,7,111181.8,118181.8,0,
CLEAN_FLEXION,8,119270.2,126270.2,0,
LUMBAR_DOMINANT,1,130348.2,137348.2,1,
LUMBAR_DOMINANT,2,138904.3,145904.3,1,
LUMBAR_DOMINANT,3,147325.4,154325.4,1,
LUMBAR_DOMINANT,4,155748.6,162748.6,1,
LUMBAR_DOMINANT,5,164208.4,171208.4,1,
LUMBAR_DOMINANT,6,172757.2,179757.2,1,
CLEAN_LATERAL_L,1,184218.8,188718.8,0,
CLEAN_LATERAL_L,2,189698.3,194198.3,0,
CLEAN_LATERAL_L,3,195106.7,199606.7,0,
CLEAN_LATERAL_L,4,200627.7,205127.7,0,
CLEAN_LATERAL_L,5,206131.0,210631.0,0,
CLEAN_LATERAL_L,6,211577.0,216077.0,0,
CLEAN_LATERAL_R,1,220120.3,224620.3,0,
CLEAN_LATERAL_R,2,225647.5,230147.5,0,
CLEAN_LATERAL_R,3,231175.5,235675.5,0,
CLEAN_LATERAL_R,4,236678.4,241178.4,0,
CLEAN_LATERAL_R,5,242092.7,246592.7,0,
CLEAN_LATERAL_R,6,247541.0,252041.0,0,
CLEAN_ROTATION_L,1,255953.7,260453.7,0,
CLEAN_ROTATION_L,2,261504.1,266004.1,0,
CLEAN_ROTATION_L,3,267051.1,271551.1,0,
CLEAN_ROTATION_L,4,272481.4,276981.4,0,
CLEAN_ROTATION_L,5,277918.2,282418.2,0,
CLEAN_ROTATION_L,6,283371.5,287871.5,0,
CLEAN_ROTATION_R,1,291809.1,296309.1,0,
CLEAN_ROTATION_R,2,297215.2,301715.2,0,
CLEAN_ROTATION_R,3,302677.6,307177.6,0,
CLEAN_ROTATION_R,4,308138.4,312638.4,0,
CLEAN_ROTATION_R,5,313559.8,318059.8,0,
CLEAN_ROTATION_R,6,319131.9,323631.9,0,
FAST_BEND,1,327660.9,329260.9,1,
FAST_BEND,2,331037.2,332637.2,1,
FAST_BEND,3,334504.6,336104.6,1,
FAST_BEND,4,337821.5,339421.5,1,
FAST_BEND,5,341233.1,342833.1,1,
FAST_BEND,6,344633.7,346233.7,1,
SHOULDER_DRIVEN,1,351016.7,360016.7,1,
SHOULDER_DRIVEN,2,361458.5,370458.5,1,
SHOULDER_DRIVEN,3,372041.6,381041.6,1,
SHOULDER_DRIVEN,4,382450.6,391450.6,1,
SHOULDER_DRIVEN,5,392924.4,401924.4,1,
PICKUP_SYM,1,406509.7,412009.7,0,
PICKUP_SYM,2,413555.6,419055.6,0,
PICKUP_SYM,3,420622.0,426122.0,0,
PICKUP_SYM,4,427656.8,433156.8,0,
PICKUP_SYM,5,434715.7,440215.7,0,
PICKUP_ASYM,1,444757.4,450257.4,1,
PICKUP_ASYM,2,451673.9,457173.9,1,
PICKUP_ASYM,3,458622.1,464122.1,1,
PICKUP_ASYM,4,465637.4,471137.4,1,
PICKUP_ASYM,5,472693.5,478193.5,1,
SIT_TO_STAND_NORMAL,1,482789.0,487289.0,0,
SIT_TO_STAND_NORMAL,2,488340.7,492840.7,0,
SIT_TO_STAND_NORMAL,3,493812.8,498312.8,0,
SIT_TO_STAND_NORMAL,4,499355.7,503855.7,0,
SIT_TO_STAND_NORMAL,5,504950.3,509450.3,0,
SIT_TO_STAND_FAST,1,513357.6,515357.6,-1,
SIT_TO_STAND_FAST,2,516761.9,518761.9,-1,
SIT_TO_STAND_FAST,3,520248.3,522248.3,-1,
FATIGUE_FLEXION,1,526715.7,532215.7,0,0.0
FATIGUE_FLEXION,2,532215.7,537715.7,0,0.053
FATIGUE_FLEXION,3,537715.7,543215.7,0,0.105
FATIGUE_FLEXION,4,543215.7,548715.7,0,0.158
FATIGUE_FLEXION,5,548715.7,554215.7,0,0.211
FATIGUE_FLEXION,6,554215.7,559715.7,0,0.263
FATIGUE_FLEXION,7,559715.7,565215.7,-1,0.316
FATIGUE_FLEXION,8,565215.7,570715.7,-1,0.368
FATIGUE_FLEXION,9,570715.7,576215.7,-1,0.421
FATIGUE_FLEXION,10,576215.7,581715.7,-1,0.474
FATIGUE_FLEXION,11,581715.7,587215.7,-1,0.526
FATIGUE_FLEXION,12,587215.7,592715.7,-1,0.579
FATIGUE_FLEXION,13,592715.7,598215.7,1,0.632
FATIGUE_FLEXION,14,598215.7,603715.7,1,0.684
FATIGUE_FLEXION,15,603715.7,609215.7,1,0.737
FATIGUE_FLEXION,16,609215.7,614715.7,1,0.789
FATIGUE_FLEXION,17,614715.7,620215.7,1,0.842
FATIGUE_FLEXION,18,620215.7,625715.7,1,0.895
FATIGUE_FLEXION,19,625715.7,631215.7,1,0.947
FATIGUE_FLEXION,20,631215.7,636715.7,1,1.0
