window_centre_ms,movement_label,risk_class_archetype,imu_trunk_angle_peak,imu_trunk_angle_mean,imu_angvel_peak,imu_angvel_mean,imu_time_in_risk_zone,imu_time_high_velocity,imu_ldlj,imu_jerk_rms,imu_jerk_peak,imu_ldlj_multiaxis,imu_compensation_index,imu_lumbopelv_ratio,imu_pelvis_angle_peak,imu_pelvis_angle_mean,imu_lat_angle_peak,imu_lat_angle_mean,imu_l3_accel_tilt_peak,imu_l3_accel_tilt_mean,imu_l3_accel_tilt_range,risk_class_signal,risk_criteria,risk_clinical,risk_layman,risk_class_protocol,risk_class,emg_rms_LES,emg_rms_RES,emg_rms_LMF,emg_rms_RMF,emg_mav_LES,emg_mav_RES,emg_mav_LMF,emg_mav_RMF,emg_zcr_LES,emg_zcr_RES,emg_zcr_LMF,emg_zcr_RMF,emg_ai_ES,emg_ai_MF,emg_cai_ES,emg_cai_MF,imu_z_flex,imu_z_vel,imu_z_ldlj,emg_z_rms_r,emg_z_ar
1000.0,BASELINE_STATIC,0,3.598,1.09299,40.83540000000001,10.370027,0.0,0.005,-18.59643011790927,78854.2470773848,215423.5,-16.746888286460287,0.47168058213153363,0.49871762185149343,1.955,0.54598,1.644,0.587905,,,,0,none,,,0,0,0.0044007430814231975,0.004123669129248252,0.004325812519231002,0.004071392684888281,0.0035566316996283004,0.003325014818419889,0.003552574078998888,0.003216860635695329,0.568922305764411,0.5789473684210527,0.5739348370927319,0.5839598997493735,-0.03250358444985631,-0.030298156131508453,0.93703928017417,0.9411856539756028,0.34243975718762987,0.03262740086577444,0.06401823756332571,-1.341104373079502,-1.0453691188394914
2000.0,BASELINE_STATIC,0,3.598,1.089795,32.82340000000001,10.183290999999999,0.0,0.0,-19.018586651211113,78440.29585229934,215423.5,-16.79847410905771,0.46719571099123386,0.5029237069611731,1.955,0.5528,1.644,0.5808500000000001,,,,0,none,,,0,0,0.0045329967863398,0.004362065943011611,0.00444354951822124,0.003954634768273419,0.003627177944552426,0.0034562875838477676,0.003644979749101377,0.0031443536769179847,0.5839598997493735,0.568922305764411,0.5664160401002506,0.5889724310776943,-0.019216373007034725,-0.05821672081357604,0.9622918675249694,0.8899720262049574,0.34243975718762987,-1.4018300028943862,-0.7418727963424311,-1.3332785325280432,-0.6259326389037155
3000.0,BASELINE_STATIC,0,2.867,1.02717,28.241799999999998,9.577231000000001,0.0,0.0,-19.199707968662242,73873.42141815113,213682.50000000003,-17.15326357547687,0.49722947120111466,0.5035704832839847,1.837,0.52542,2.003,0.60494,,,,0,none,,,0,0,0.004771081113268155,0.004772348664790973,0.004237463551181886,0.004069247127276634,0.0038809466127001525,0.003754798255452278,0.0034476399163262447,0.003242208502709386,0.5789473684210527,0.5588972431077694,0.5789473684210527,0.5614035087719298,0.00013281928534038633,-0.020250666047811325,0.9997343967065588,0.9603025673558103,-1.4612599846461007,-2.2221133330326244,-1.087630908011165,-1.3198102016767295,-0.015138030897473165
4000.0,BASELINE_STATIC,0,2.867,1.08637,38.855000000000004,10.252269000000002,0.0,0.0,-18.747107428242508,81064.1826640934,256616.5,-17.34923921028713,0.47726585734059396,0.5121810683202257,1.837,0.55895,2.131,0.62714,,,,0,none,,,0,0,0.0057420572871915015,0.005951327132017684,0.004389664176841492,0.004442910544459354,0.004512173429852617,0.004715881472067831,0.0034808187656124425,0.003521771040326398,0.581453634085213,0.5614035087719298,0.5764411027568922,0.5513784461152882,0.01789643077862102,0.006028408397095359,0.9648364406486198,0.9880154310817119,-1.4612599846461007,-0.32194067731777853,-0.22362268193363397,-1.2811079331670578,0.5456046582477023
5000.0,BASELINE_STATIC,0,3.282,1.131705,38.855000000000004,10.421168000000002,0.0,0.0,-18.817427011900282,83825.94180745899,256616.5,-16.846644802492467,0.4685109434294772,0.5188115566718139,2.098,0.582645,2.131,0.581315,,,,0,none,,,0,0,0.007487034500449484,0.007534086057647053,0.0052692587854499895,0.00492544042726584,0.005799068879950842,0.005954700391296202,0.004084565977640145,0.0039024948368660615,0.5639097744360902,0.5789473684210527,0.5714285714285714,0.568922305764411,0.003132360000413379,-0.033725208660919194,0.9937548420820318,0.9347501475665732,-0.43727175911805916,-0.32194067731777853,-0.357861802987973,-1.2291507832880786,0.07954826233781316
6000.0,BASELINE_STATIC,0,3.526,1.1260249999999998,40.187200000000004,11.093850000000002,0.0,0.005,-18.770270121225103,84633.65009682172,247061.99999999997,-17.184694849636433,0.4834690219141649,0.518727217290106,2.098,0.576845,1.993,0.56695,,,,0,none,,,0,0,0.009540410280837063,0.009348440241118071,0.0061924146224745045,0.005569491077796414,0.007552893597966244,0.007393129583986719,0.00482892184718452,0.0043916497458774744,0.5538847117794486,0.5588972431077694,0.543859649122807,0.5739348370927319,-0.010163140393104309,-0.052961106860748154,0.9798782196920206,0.8994053882604571,0.16478396866228273,-0.08342543102605532,-0.26783994525486393,-1.1695910672013905,-0.34014987432836835
7000.0,BASELINE_STATIC,0,3.526,1.07219,40.187200000000004,11.608185,0.0,0.005,-18.550711261233136,75970.4167466768,208443.50000000003,-17.187890067445064,0.5015394281660819,0.5213999793728354,1.932,0.5495450000000001,2.061,0.58008,,,,0,none,,,0,0,0.012392160510980554,0.01203554907289056,0.006761435226648861,0.007065882778254135,0.010050023773362757,0.00928849888397086,0.005241625189305419,0.005591769030690111,0.5739348370927319,0.5363408521303258,0.531328320802005,0.543859649122807,-0.014598644087592004,0.022017831042673675,0.9712228196387542,0.9569130197655928,0.16478396866228273,-0.08342543102605532,0.15129490810907348,-1.0813814769392374,-0.4801651111117896
8000.0,BASELINE_STATIC,0,3.077,1.101505,37.7846,11.090618,0.0,0.0,-18.713455558782993,77759.21690647032,266321.5,-17.136355104012924,0.5090790850753507,0.5116377118441812,1.819,0.555145,2.061,0.587795,,,,0,none,,,0,0,0.01552674533889105,0.014899195638937211,0.008341845991730702,0.008019028386474608,0.012521497210098303,0.011818138811109893,0.006504785802549789,0.00650068676304873,0.5839598997493735,0.5463659147869674,0.568922305764411,0.5238095238095238,-0.020625482065160853,-0.019731072911734208,0.9595826629305263,0.9613014187056315,-0.9430972681138389,-0.513583613536561,-0.15938172453454644,-0.9873766911040562,-0.6704138865853233
9000.0,BASELINE_STATIC,0,4.1000000000000005,1.1521649999999999,37.938,10.318727,0.0,0.0,-18.771019168025546,79906.51220301134,266321.5,-17.03561683520046,0.5208157793283493,0.4868932973782121,1.946,0.554875,1.936,0.560845,,,,0,none,,,0,0,0.019001952882474506,0.01870272311567222,0.01061959633211341,0.009554021443877556,0.015030331858495838,0.015025188160091072,0.008318155673058481,0.007629419241667334,0.5639097744360902,0.5488721804511278,0.5889724310776943,0.5639097744360902,-0.007936144758729507,-0.052820217973199475,0.9842526834661154,0.8996595675662755,1.5810953938504673,-0.4861190896053558,-0.26926986532676656,-0.8625184805594815,-0.26985045795089013
10000.0,BASELINE_STATIC,0,4.1000000000000005,1.1277700000000002,40.1646,11.559773999999999,0.0,0.005,-18.739118356806813,83276.88718300684,235294.0,-17.224609159665142,0.4963292166009669,0.49868014925879267,1.946,0.5533899999999999,2.174,0.5276850000000001,,,,0,none,,,0,0,0.0230848848020691,0.02329134600619669,0.012632959881184968,0.011966111958497234,0.01826772835285409,0.018310375740700335,0.009941334179040258,0.009489631075196793,0.5087719298245614,0.5614035087719298,0.5714285714285714,0.581453634085213,0.004451875465713636,-0.027108661946017087,0.9911357117758389,0.9472136435990024,1.5810953938504673,-0.08747170378254379,-0.20837165410065772,-0.7118879812455744,0.12120131530291522
